Issue_ID,Application_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution,Detected_By
DQ00228,APX1008543,Duplicate_Application_ID,Critical,APX1008543,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00229,APX1002989,Duplicate_Application_ID,Critical,APX1002989,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00230,APX1037860,Duplicate_Application_ID,Critical,APX1037860,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00231,APX1005350,Duplicate_Application_ID,Critical,APX1005350,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00232,APX1055848,Duplicate_Application_ID,Critical,APX1055848,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00233,APX1030741,Duplicate_Application_ID,Critical,APX1030741,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00234,APX1094415,Duplicate_Application_ID,Critical,APX1094415,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00235,APX1081992,Duplicate_Application_ID,Critical,APX1081992,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00236,APX1093464,Duplicate_Application_ID,Critical,APX1093464,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00237,APX1070732,Duplicate_Application_ID,Critical,APX1070732,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00238,APX1075785,Duplicate_Application_ID,Critical,APX1075785,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00239,APX1045045,Duplicate_Application_ID,Critical,APX1045045,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00240,APX1090531,Duplicate_Application_ID,Critical,APX1090531,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00241,APX1091104,Duplicate_Application_ID,Critical,APX1091104,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00242,APX1034911,Duplicate_Application_ID,Critical,APX1034911,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00243,APX1003578,Duplicate_Application_ID,Critical,APX1003578,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00244,APX1041746,Duplicate_Application_ID,Critical,APX1041746,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00245,APX1094139,Duplicate_Application_ID,Critical,APX1094139,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00246,APX1028828,Duplicate_Application_ID,Critical,APX1028828,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00247,APX1049669,Duplicate_Application_ID,Critical,APX1049669,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00248,APX1010294,Duplicate_Application_ID,Critical,APX1010294,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00249,APX1054681,Duplicate_Application_ID,Critical,APX1054681,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00250,APX1013810,Duplicate_Application_ID,Critical,APX1013810,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00251,APX1035881,Duplicate_Application_ID,Critical,APX1035881,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00252,APX1091285,Duplicate_Application_ID,Critical,APX1091285,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00253,APX1076948,Duplicate_Application_ID,Critical,APX1076948,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00254,APX1064371,Duplicate_Application_ID,Critical,APX1064371,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00255,APX1005507,Duplicate_Application_ID,Critical,APX1005507,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00256,APX1029998,Duplicate_Application_ID,Critical,APX1029998,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00257,APX1023275,Duplicate_Application_ID,Critical,APX1023275,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00258,APX1025786,Duplicate_Application_ID,Critical,APX1025786,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00259,APX1097583,Duplicate_Application_ID,Critical,APX1097583,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00260,APX1053383,Duplicate_Application_ID,Critical,APX1053383,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00261,APX1099737,Duplicate_Application_ID,Critical,APX1099737,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00262,APX1012732,Duplicate_Application_ID,Critical,APX1012732,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00263,APX1071090,Duplicate_Application_ID,Critical,APX1071090,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00264,APX1029529,Duplicate_Application_ID,Critical,APX1029529,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00265,APX1042514,Duplicate_Application_ID,Critical,APX1042514,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00266,APX1003786,Duplicate_Application_ID,Critical,APX1003786,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00267,APX1068812,Duplicate_Application_ID,Critical,APX1068812,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00268,APX1010082,Duplicate_Application_ID,Critical,APX1010082,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00269,APX1057482,Duplicate_Application_ID,Critical,APX1057482,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00270,APX1044203,Duplicate_Application_ID,Critical,APX1044203,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00271,APX1056529,Duplicate_Application_ID,Critical,APX1056529,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00272,APX1088485,Duplicate_Application_ID,Critical,APX1088485,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00273,APX1081497,Duplicate_Application_ID,Critical,APX1081497,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00274,APX1053710,Duplicate_Application_ID,Critical,APX1053710,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00275,APX1035450,Duplicate_Application_ID,Critical,APX1035450,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00276,APX1000848,Duplicate_Application_ID,Critical,APX1000848,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00277,APX1097667,Duplicate_Application_ID,Critical,APX1097667,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00278,APX1021848,Duplicate_Application_ID,Critical,APX1021848,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00279,APX1028474,Duplicate_Application_ID,Critical,APX1028474,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00280,APX1006021,Duplicate_Application_ID,Critical,APX1006021,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00281,APX1064200,Duplicate_Application_ID,Critical,APX1064200,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00282,APX1023627,Duplicate_Application_ID,Critical,APX1023627,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00283,APX1029162,Duplicate_Application_ID,Critical,APX1029162,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00284,APX1034462,Duplicate_Application_ID,Critical,APX1034462,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00285,APX1064632,Duplicate_Application_ID,Critical,APX1064632,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00286,APX1063170,Duplicate_Application_ID,Critical,APX1063170,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00287,APX1047239,Duplicate_Application_ID,Critical,APX1047239,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00288,APX1063044,Duplicate_Application_ID,Critical,APX1063044,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00289,APX1007038,Duplicate_Application_ID,Critical,APX1007038,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00290,APX1070089,Duplicate_Application_ID,Critical,APX1070089,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00291,APX1000892,Duplicate_Application_ID,Critical,APX1000892,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00292,APX1055776,Duplicate_Application_ID,Critical,APX1055776,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00293,APX1065456,Duplicate_Application_ID,Critical,APX1065456,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00294,APX1018278,Duplicate_Application_ID,Critical,APX1018278,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00295,APX1000778,Duplicate_Application_ID,Critical,APX1000778,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00296,APX1077915,Duplicate_Application_ID,Critical,APX1077915,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00297,APX1068395,Duplicate_Application_ID,Critical,APX1068395,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00298,APX1015555,Duplicate_Application_ID,Critical,APX1015555,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00299,APX1062307,Duplicate_Application_ID,Critical,APX1062307,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00300,APX1089806,Duplicate_Application_ID,Critical,APX1089806,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00301,APX1092959,Duplicate_Application_ID,Critical,APX1092959,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00302,APX1095840,Duplicate_Application_ID,Critical,APX1095840,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00303,APX1074441,Duplicate_Application_ID,Critical,APX1074441,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00304,APX1020233,Duplicate_Application_ID,Critical,APX1020233,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00305,APX1098973,Duplicate_Application_ID,Critical,APX1098973,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00306,APX1089352,Duplicate_Application_ID,Critical,APX1089352,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00307,APX1002897,Duplicate_Application_ID,Critical,APX1002897,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00308,APX1015271,Duplicate_Application_ID,Critical,APX1015271,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00309,APX1081144,Duplicate_Application_ID,Critical,APX1081144,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00310,APX1071089,Duplicate_Application_ID,Critical,APX1071089,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00311,APX1077972,Duplicate_Application_ID,Critical,APX1077972,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00312,APX1024122,Duplicate_Application_ID,Critical,APX1024122,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00313,APX1070320,Duplicate_Application_ID,Critical,APX1070320,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00314,APX1093642,Duplicate_Application_ID,Critical,APX1093642,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00315,APX1016620,Duplicate_Application_ID,Critical,APX1016620,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00316,APX1064838,Duplicate_Application_ID,Critical,APX1064838,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00317,APX1014668,Duplicate_Application_ID,Critical,APX1014668,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00318,APX1095902,Duplicate_Application_ID,Critical,APX1095902,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00319,APX1059975,Duplicate_Application_ID,Critical,APX1059975,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00320,APX1080863,Duplicate_Application_ID,Critical,APX1080863,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00321,APX1066228,Duplicate_Application_ID,Critical,APX1066228,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00322,APX1034804,Duplicate_Application_ID,Critical,APX1034804,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00323,APX1016220,Duplicate_Application_ID,Critical,APX1016220,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00324,APX1057492,Duplicate_Application_ID,Critical,APX1057492,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00325,APX1062035,Duplicate_Application_ID,Critical,APX1062035,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00326,APX1090277,Duplicate_Application_ID,Critical,APX1090277,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00327,APX1037987,Duplicate_Application_ID,Critical,APX1037987,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00328,APX1052605,Duplicate_Application_ID,Critical,APX1052605,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00329,APX1096471,Duplicate_Application_ID,Critical,APX1096471,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00330,APX1010464,Duplicate_Application_ID,Critical,APX1010464,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00331,APX1018980,Duplicate_Application_ID,Critical,APX1018980,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00332,APX1012856,Duplicate_Application_ID,Critical,APX1012856,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00333,APX1033913,Duplicate_Application_ID,Critical,APX1033913,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00334,APX1060661,Duplicate_Application_ID,Critical,APX1060661,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00335,APX1082561,Duplicate_Application_ID,Critical,APX1082561,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00336,APX1087009,Duplicate_Application_ID,Critical,APX1087009,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00337,APX1029375,Duplicate_Application_ID,Critical,APX1029375,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00338,APX1029654,Duplicate_Application_ID,Critical,APX1029654,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00339,APX1051335,Duplicate_Application_ID,Critical,APX1051335,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00340,APX1011405,Duplicate_Application_ID,Critical,APX1011405,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00341,APX1078960,Duplicate_Application_ID,Critical,APX1078960,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00342,APX1094263,Duplicate_Application_ID,Critical,APX1094263,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00343,APX1052505,Duplicate_Application_ID,Critical,APX1052505,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00344,APX1013879,Duplicate_Application_ID,Critical,APX1013879,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00345,APX1025908,Duplicate_Application_ID,Critical,APX1025908,,"Quarantine duplicate occurrence, retain first",duplicate_check
DQ00346,APX1094624,Duplicate_Application_ID,Critical,APX1094624,,"Quarantine duplicate occurrence, retain first",duplicate_check
